CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7000372,1920,0.0,6.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Unmarried,17450.0,0,3.0,255294.0,West,Half Yearly,2,5.0
7000373,4019,8.0,4.0,Online,Salaried,Graduate,Female,3,Manager,5.0,Married,20093.0,0,6.0,703255.0,North,Half Yearly,0,4.0
7000374,4671,14.0,28.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,2.0,Divorced,20309.0,0,9.0,836122.0,North,Half Yearly,7,4.0
7000375,2347,12.0,0.0,Agent,Small Business,UG,Male,3,Executive,3.0,Divorced,18057.0,1,1.0,469482.0,North,Half Yearly,1,4.0
7000376,4628,19.0,5.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,20121.0,0,2.0,495178.0,West,Half Yearly,0,5.0
7000377,3504,21.0,14.0,Agent,Small Business,Diploma,Male,4,AVP,5.0,Divorced,0.0,0,7.0,539641.0,West,Yearly,16,5.0
7000378,3537,0.0,18.0,Agent,Salaried,Post Graduate,Male,3,Executive,2.0,Unmarried,17686.0,1,2.0,597787.0,North,Half Yearly,8,3.0
7000379,2118,2.0,8.0,Agent,Small Business,Under Graduate,Female,3,Manager,2.0,Single,21180.0,0,1.0,353706.0,West,Half Yearly,4,4.0
7000380,3677,15.0,15.0,Agent,Laarge Business,Engineer,Male,5,Manager,3.0,Single,21632.0,0,3.0,603100.0,West,Yearly,1,5.0
7000381,2961,12.0,0.0,Agent,Small Business,UG,Male,2,Executive,3.0,Single,18505.0,0,2.0,304962.0,North,Quarterly,2,2.0
7000382,2354,14.0,14.0,Third Party Partner,Salaried,Graduate,Female,1,Manager,3.0,Single,21397.0,1,2.0,421307.0,North,Monthly,3,4.0
7000383,4893,24.0,24.0,Agent,Salaried,Post Graduate,Male,3,Manager,2.0,Single,21274.0,0,3.0,870958.0,West,Half Yearly,4,5.0
7000384,5926,6.0,12.0,Agent,Small Business,Under Graduate,Male,3,VP,5.0,Divorced,34859.0,1,0.0,912609.0,North,Half Yearly,4,2.0
7000385,2485,12.0,10.0,Online,Salaried,Graduate,Male,4,Senior Manager,5.0,Single,22587.0,0,4.0,385108.0,North,Yearly,9,2.0
7000386,3466,10.0,10.0,Online,Small Business,UG,Male,3,Executive,2.0,Divorced,19258.0,0,5.0,623959.0,West,Half Yearly,2,3.0
7000387,3292,20.0,13.0,Third Party Partner,Salaried,Graduate,Fe male,5,Executive,2.0,Married,19364.0,0,5.0,533285.0,North,Yearly,0,4.0
7000388,2707,14.0,5.0,Agent,Small Business,UG,Fe male,3,Manager,3.0,Divorced,19335.0,0,7.0,530552.0,North,Half Yearly,1,2.0
7000389,2642,5.0,16.0,Agent,Laarge Business,Engineer,Male,4,Manager,5.0,Single,20326.0,0,3.0,414854.0,West,Yearly,2,3.0
7000390,2376,2.0,0.0,Agent,Salaried,Graduate,Fe male,1,Executive,2.0,Single,18280.0,0,1.0,468151.0,North,Monthly,3,2.0
7000391,5121,26.0,15.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Married,20485.0,1,6.0,635035.0,North,Half Yearly,4,3.0
7000392,3095,12.0,19.0,Third Party Partner,Small Business,Diploma,Male,3,Manager,2.0,Divorced,19342.0,0,2.0,328040.0,West,Half Yearly,1,3.0
7000393,2312,2.0,2.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Married,17782.0,1,1.0,242724.0,West,Half Yearly,3,3.0
7000394,4406,26.0,13.0,Third Party Partner,Salaried,Graduate,Female,1,Manager,5.0,Single,20980.0,1,1.0,740174.0,North,Monthly,12,2.0
7000395,2132,2.0,13.0,Agent,Small Business,UG,Fe male,4,Executive,5.0,Single,19381.0,0,1.0,247302.0,West,Yearly,3,2.0
7000396,4217,0.0,4.0,Agent,Salaried,Graduate,Fe male,3,Executive,2.0,Divorced,17572.0,0,3.0,438597.0,North,Half Yearly,2,3.0
7000397,4520,9.0,18.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Divorced,18833.0,0,3.0,885904.0,West,Yearly,2,4.0
7000398,4426,4.0,13.0,Third Party Partner,Small Business,UG,Fe male,1,Manager,4.0,Divorced,19244.0,0,1.0,531134.0,West,Monthly,7,3.0
7000399,4085,4.0,20.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Divorced,21500.0,0,8.0,596410.0,North,Half Yearly,2,2.0
7000400,3677,22.0,15.0,Third Party Partner,Salaried,Graduate,Male,3,VP,2.0,Married,33430.0,0,0.0,522177.0,North,Half Yearly,9,5.0
7000401,4150,4.0,17.0,Agent,Salaried,Graduate,Male,1,Executive,5.0,Divorced,16601.0,1,2.0,0.0,North,Monthly,0,0.0
7000402,4070,0.0,16.0,Online,Salaried,Graduate,Male,4,Executive,4.0,Married,17694.0,0,2.0,508703.0,West,Yearly,0,5.0
7000403,3085,15.0,0.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Divorced,18149.0,0,3.0,311618.0,West,Half Yearly,4,2.0
7000404,6528,7.0,7.0,Agent,Small Business,Under Graduate,Male,3,AVP,0.0,Divorced,32639.0,0,0.0,887781.0,North,Half Yearly,3,2.0
7000405,3983,12.0,16.0,Agent,Salaried,Graduate,Female,4,Executive,5.0,Divorced,17319.0,1,2.0,756840.0,West,Yearly,0,2.0
7000406,5071,20.0,15.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3.0,Divorced,26691.0,0,6.0,725194.0,West,Half Yearly,7,4.0
7000407,4878,10.0,20.0,Agent,Small Business,Diploma,Female,3,Manager,5.0,Single,20324.0,0,3.0,687764.0,North,Half Yearly,2,3.0
7000408,4445,18.0,27.0,Agent,Salaried,Post Graduate,Female,3,AVP,2.0,Divorced,0.0,1,2.0,626784.0,West,Half Yearly,0,4.0
7000409,3439,21.0,7.0,Agent,Salaried,Post Graduate,Female,3,Manager,4.0,Divorced,20228.0,0,1.0,615538.0,West,Half Yearly,5,5.0
7000410,4071,0.0,20.0,Agent,Salaried,Graduate,Male,1,Executive,3.0,Divorced,17700.0,0,3.0,480378.0,West,Monthly,7,2.0
7000411,7192,14.0,14.0,Agent,Salaried,Graduate,Male,3,VP,4.0,Single,34246.0,1,0.0,1208199.0,West,Half Yearly,8,3.0
7000412,3151,0.0,16.0,Agent,Salaried,Graduate,Female,1,Executive,3.0,Unmarried,17506.0,0,8.0,362374.0,West,Monthly,2,3.0
7000413,3370,13.0,13.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Divorced,21062.0,1,1.0,606586.0,West,Yearly,2,3.0
7000414,2520,3.0,13.0,Agent,Small Business,UG,Male,3,Executive,3.0,Single,19382.0,0,1.0,312438.0,West,Half Yearly,1,3.0
7000415,1714,7.0,3.0,Agent,Salaried,MBA,Male,3,Exe,4.0,Divorced,17143.0,0,1.0,0.0,West,Half Yearly,4,3.0
7000416,3174,3.0,16.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Divorced,21162.0,0,1.0,555503.0,North,Yearly,8,4.0
7000417,4019,20.0,4.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,3.0,Single,20094.0,0,2.0,558613.0,West,Yearly,0,5.0
7000418,5469,27.0,11.0,Agent,Small Business,Under Graduate,Female,4,Manager,2.0,Single,21877.0,1,11.0,639902.0,West,Yearly,0,2.0
7000419,2418,2.0,2.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Unmarried,17274.0,0,5.0,447397.0,North,Yearly,0,3.0
7000420,4664,23.0,28.0,Agent,Salaried,Graduate,Male,3,Manager,4.0,Divorced,19434.0,0,7.0,876862.0,North,Half Yearly,8,3.0
7000421,2980,9.0,18.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,5.0,Married,21288.0,0,1.0,590103.0,West,Yearly,2,5.0
7000422,2808,0.0,14.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,2.0,Unmarried,17553.0,0,1.0,379145.0,North,Yearly,3,5.0
7000423,3172,10.0,6.0,Agent,Small Business,Diploma,Female,3,Senior Manager,2.0,Divorced,22654.0,0,5.0,583567.0,West,Half Yearly,7,4.0
7000424,2218,2.0,7.0,Agent,Small Business,Under Graduate,Male,3,Manager,2.0,Single,20160.0,0,4.0,310464.0,West,Half Yearly,3,2.0
7000425,5467,16.0,16.0,Agent,Salaried,Graduate,Male,3,AVP,5.0,Divorced,0.0,0,3.0,656044.0,North,Half Yearly,0,5.0
7000426,3893,8.0,12.0,Agent,Large Business,Engineer,Male,4,Senior Manager,2.0,Married,27808.0,1,5.0,654044.0,West,Yearly,8,3.0
7000427,5044,25.0,15.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Single,25221.0,0,5.0,585127.0,West,Half Yearly,6,3.0
7000428,2373,7.0,12.0,Agent,Small Business,Diploma,Fe male,3,Manager,4.0,Divorced,19779.0,1,1.0,386877.0,West,Half Yearly,5,3.0
7000429,2998,6.0,15.0,Agent,Salaried,MBA,Male,3,Executive,2.0,Divorced,18737.0,0,1.0,599584.0,West,Half Yearly,2,2.0
7000430,1910,0.0,4.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Divorced,17366.0,1,5.0,210129.0,West,Yearly,7,2.0
7000431,4009,8.0,4.0,Online,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,16706.0,0,4.0,0.0,West,Half Yearly,0,0.0
7000432,5322,11.0,27.0,Agent,Small Business,Diploma,Female,3,AVP,3.0,Divorced,0.0,0,8.0,723818.0,North,Half Yearly,17,3.0
7000433,2303,2.0,2.0,Agent,Small Business,Under Graduate,Male,3,Manager,4.0,Single,20933.0,0,3.0,451315.0,West,Half Yearly,3,2.0
7000434,3685,11.0,0.0,Agent,Small Business,UG,Male,1,Executive,5.0,Single,18424.0,0,3.0,523242.0,North,Monthly,1,2.0
7000435,3046,9.0,3.0,Agent,Small Business,UG,Male,1,Manager,5.0,Married,19037.0,0,5.0,511715.0,West,Monthly,8,4.0
7000436,1756,0.0,2.0,Agent,Small Business,UG,Female,4,Executive,5.0,Unmarried,17559.0,0,3.0,261629.0,West,Yearly,1,4.0
7000437,4240,13.0,4.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Divorced,21201.0,1,1.0,640270.0,West,Half Yearly,11,3.0
7000438,4075,8.0,24.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Married,19403.0,0,5.0,700836.0,North,Half Yearly,3,2.0
7000439,3189,19.0,13.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Married,18761.0,0,6.0,427376.0,North,Yearly,3,5.0
7000440,4409,22.0,26.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Divorced,25934.0,1,4.0,440878.0,North,Yearly,4,2.0
7000441,4895,10.0,24.0,Agent,Small Business,Diploma,Male,3,Senior Manager,5.0,Married,25761.0,1,5.0,518827.0,North,Half Yearly,2,2.0
7000442,4842,15.0,5.0,Agent,Small Business,Under Graduate,Female,1,Manager,3.0,Divorced,20175.0,0,2.0,522936.0,North,Monthly,3,3.0
7000443,5765,17.0,29.0,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,2.0,Divorced,28826.0,0,14.0,726415.0,West,Yearly,0,5.0
7000444,2347,5.0,7.0,Agent,Small Business,Diploma,Male,4,Manager,3.0,Married,21334.0,0,1.0,434147.0,North,Yearly,0,5.0
7000445,2791,3.0,3.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Married,19936.0,0,2.0,281895.0,North,Yearly,4,2.0
7000446,2571,15.0,8.0,Agent,Salaried,Graduate,Male,4,Manager,2.0,Divorced,19775.0,0,2.0,354764.0,West,Yearly,2,2.0
7000447,2851,3.0,0.0,Agent,Salaried,Graduate,Male,1,Executive,2.0,Divorced,17818.0,1,1.0,293641.0,North,Monthly,2,3.0
7000448,1927,0.0,4.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,2.0,Unmarried,17515.0,1,1.0,306337.0,West,Half Yearly,2,2.0
7000449,3642,0.0,7.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Divorced,17342.0,0,11.0,426093.0,North,Yearly,3,2.0
7000450,2879,3.0,17.0,Agent,Salaried,Post Graduate,Male,3,Manager,5.0,Divorced,19194.0,1,3.0,483689.0,North,Half Yearly,3,4.0
7000451,5394,22.0,5.0,Agent,Salaried,Graduate,Female,4,Senior Manager,3.0,Divorced,25685.0,1,2.0,895379.0,North,Yearly,15,4.0
7000452,2894,17.0,14.0,Third Party Partner,Salaried,Graduate,Female,3,Exe,4.0,Married,17022.0,1,3.0,0.0,North,Half Yearly,8,0.0
7000453,2597,8.0,5.0,Online,Salaried,Graduate,Male,3,Executive,2.0,Married,17314.0,0,1.0,467478.0,North,Half Yearly,2,5.0
7000454,2118,4.0,13.0,Agent,Small Business,Diploma,Male,4,Manager,5.0,Divorced,19256.0,0,3.0,309251.0,West,Yearly,3,3.0
7000455,3159,6.0,16.0,Agent,Laarge Business,Engineer,Fe male,3,Executive,5.0,Divorced,18580.0,0,3.0,363239.0,West,Half Yearly,2,4.0
7000456,4541,9.0,0.0,Online,Salaried,Graduate,Male,4,Executive,2.0,Divorced,18162.0,0,1.0,481293.0,West,Yearly,4,3.0
7000457,3229,16.0,6.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,4.0,Divorced,21524.0,0,1.0,510119.0,West,Half Yearly,3,3.0
7000458,1790,5.0,0.0,Agent,Small Business,Diploma,Male,4,Executive,4.0,Divorced,17899.0,0,3.0,196889.0,North,Yearly,2,4.0
7000459,3642,22.0,22.0,Agent,Salaried,Graduate,Female,1,Manager,2.0,Divorced,20231.0,1,4.0,549879.0,North,Monthly,3,5.0
7000460,2083,0.0,6.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17356.0,1,5.0,379055.0,West,Half Yearly,2,3.0
7000461,2848,9.0,0.0,Agent,Small Business,UG,Fe male,4,Executive,3.0,Married,17800.0,1,1.0,333216.0,West,Yearly,2,2.0
7000462,4562,9.0,18.0,Agent,Small Business,Diploma,Male,3,AVP,2.0,Divorced,26836.0,0,7.0,807495.0,North,Half Yearly,2,3.0
7000463,4922,20.0,30.0,Agent,Large Business,Engineer,Male,4,Senior Manager,4.0,Divorced,25903.0,0,1.0,497079.0,North,Yearly,8,3.0
7000464,3235,3.0,0.0,Third Party Partner,Small Business,UG,Fe male,3,Executive,2.0,Divorced,17973.0,0,1.0,391452.0,West,Half Yearly,0,2.0
7000465,7026,28.0,7.0,Agent,Salaried,Graduate,Female,3,AVP,2.0,Single,0.0,0,13.0,723678.0,North,Half Yearly,8,5.0
7000466,4318,17.0,9.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,2.0,Divorced,20562.0,0,11.0,686565.0,West,Half Yearly,2,2.0
7000467,4689,9.0,5.0,Agent,Small Business,Diploma,Fe male,3,Manager,2.0,Divorced,19537.0,1,1.0,515777.0,West,Half Yearly,7,2.0
7000468,4528,14.0,5.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Single,22642.0,1,7.0,516238.0,West,Half Yearly,9,5.0
7000469,4280,4.0,17.0,Online,Salaried,Graduate,Male,3,AVP,5.0,Married,32924.0,0,0.0,479373.0,North,Half Yearly,7,5.0
7000470,4041,8.0,4.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Divorced,20204.0,0,6.0,662691.0,West,Yearly,4,3.0
7000471,3628,22.0,7.0,Agent,Salaried,MBA,Male,3,Executive,4.0,Married,17277.0,1,2.0,703865.0,West,Half Yearly,3,5.0
7000472,3737,11.0,0.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Unmarried,17795.0,1,7.0,526910.0,West,Half Yearly,1,5.0
7000473,4208,0.0,4.0,Agent,Small Business,UG,Female,4,Executive,2.0,Married,17532.0,0,1.0,483883.0,North,Yearly,3,5.0
7000474,2634,0.0,16.0,Agent,Salaried,Graduate,Male,3,Executive,5.0,Divorced,17559.0,1,3.0,402979.0,North,Half Yearly,1,3.0
7000475,4380,22.0,13.0,Agent,Small Business,Under Graduate,Male,3,Manager,2.0,Single,19908.0,0,2.0,810256.0,North,Half Yearly,2,3.0
7000476,2955,0.0,6.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,2.0,Married,17380.0,1,6.0,410689.0,West,Yearly,0,2.0
7000477,2569,10.0,15.0,Agent,Salaried,Graduate,Fe male,3,Manager,4.0,Married,19765.0,0,4.0,346876.0,West,Half Yearly,0,3.0
7000478,3068,18.0,9.0,Agent,Small Business,Under Graduate,Female,4,Exe,3.0,Unmarried,17044.0,0,3.0,0.0,West,Yearly,2,0.0
7000479,3362,0.0,13.0,Agent,Salaried,Post Graduate,Fe male,3,Executive,2.0,Unmarried,17693.0,0,4.0,447102.0,North,Half Yearly,0,3.0
7000480,4533,27.0,18.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Divorced,21586.0,1,3.0,729823.0,North,Half Yearly,11,5.0
7000481,4025,20.0,0.0,Agent,Salaried,Graduate,Fe male,4,Executive,2.0,Single,18294.0,1,7.0,575529.0,North,Yearly,2,2.0
7000482,2109,11.0,6.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Divorced,19171.0,1,1.0,404892.0,West,Half Yearly,2,5.0
7000483,2489,12.0,10.0,Agent,Salaried,Graduate,Fe male,5,Executive,2.0,Married,17778.0,1,4.0,450495.0,West,Yearly,0,3.0
7000484,2954,0.0,6.0,Agent,Small Business,Under Graduate,Female,3,Executive,3.0,Married,17377.0,0,2.0,522874.0,North,Half Yearly,2,3.0
7000485,4003,0.0,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Divorced,17404.0,1,2.0,460336.0,North,Half Yearly,2,2.0
7000486,3983,8.0,20.0,Agent,Salaried,Graduate,Female,3,Executive,3.0,Unmarried,17318.0,0,2.0,497893.0,North,Half Yearly,0,2.0
7000487,4082,24.0,24.0,Agent,Salaried,Graduate,Male,3,Executive,4.0,Married,17008.0,0,2.0,0.0,West,Half Yearly,0,0.0
7000488,4674,23.0,23.0,Agent,Small Business,Under Graduate,Female,4,Manager,3.0,Single,21244.0,0,12.0,738441.0,North,Yearly,3,3.0
7000489,2848,9.0,0.0,Agent,Salaried,Post Graduate,Male,4,Executive,5.0,Unmarried,17799.0,1,1.0,410089.0,North,Yearly,2,4.0
7000490,3066,15.0,15.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Married,25552.0,1,4.0,490598.0,West,Yearly,4,5.0
7000491,3639,0.0,7.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Divorced,17329.0,0,4.0,695066.0,West,Yearly,2,4.0
7000492,3993,8.0,8.0,Agent,Salaried,Graduate,Fe male,3,Manager,2.0,Divorced,19014.0,1,2.0,566997.0,West,Half Yearly,7,3.0
7000493,4481,22.0,13.0,Agent,Salaried,Post Graduate,Female,3,Senior Manager,4.0,Divorced,22403.0,0,5.0,604881.0,West,Half Yearly,7,4.0
7000494,2416,12.0,14.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Divorced,17259.0,0,1.0,253707.0,West,Half Yearly,0,2.0
7000495,2851,11.0,17.0,Online,Small Business,Diploma,Female,3,Manager,3.0,Divorced,21932.0,0,2.0,453334.0,West,Half Yearly,0,2.0
7000496,4920,10.0,20.0,Agent,Salaried,Post Graduate,Male,3,Executive,2.0,Single,19678.0,0,5.0,762523.0,North,Half Yearly,1,3.0
7000497,4287,17.0,26.0,Agent,Large Business,Engineer,Female,3,Senior Manager,5.0,Divorced,28582.0,0,8.0,454454.0,North,Half Yearly,11,4.0
7000498,2600,0.0,10.0,Online,Salaried,Graduate,Female,4,Executive,4.0,Divorced,17332.0,0,2.0,337974.0,North,Yearly,2,3.0
7000499,4005,0.0,8.0,Agent,Small Business,Diploma,Male,4,Executive,4.0,Divorced,17413.0,1,4.0,568709.0,West,Yearly,0,2.0
7000500,5435,16.0,5.0,Agent,Small Business,Diploma,Male,4,Senior Manager,4.0,Married,24705.0,0,1.0,744609.0,North,Yearly,0,4.0
7000501,4631,5.0,19.0,Third Party Partner,Small Business,UG,Male,4,Manager,5.0,Single,19294.0,0,1.0,546406.0,West,Yearly,7,3.0
7000502,3944,24.0,20.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Single,19721.0,1,12.0,686291.0,West,Half Yearly,17,4.0
7000503,4205,0.0,8.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Unmarried,17519.0,0,1.0,634889.0,North,Half Yearly,9,5.0
7000504,2397,5.0,7.0,Agent,Salaried,Post Graduate,Male,4,Exe,4.0,Unmarried,17121.0,1,3.0,0.0,West,Yearly,0,2.0
7000505,4314,9.0,0.0,Agent,Large Business,Engineer,Male,3,Executive,5.0,Unmarried,17973.0,0,4.0,711731.0,West,Half Yearly,0,3.0
7000506,4171,17.0,13.0,Agent,Small Business,Under Graduate,Female,3,Manager,2.0,Divorced,20855.0,1,3.0,675702.0,West,Half Yearly,5,4.0
7000507,2606,3.0,3.0,Third Party Partner,Small Business,UG,Male,3,Executive,4.0,Married,18617.0,1,5.0,383138.0,West,Half Yearly,0,4.0
7000508,2173,13.0,2.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Divorced,21725.0,0,3.0,315013.0,North,Half Yearly,3,2.0
7000509,3292,16.0,7.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Divorced,25325.0,1,1.0,372024.0,West,Yearly,7,2.0
7000510,3292,3.0,16.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,21949.0,0,1.0,556407.0,West,Yearly,4,4.0
7000511,5634,6.0,34.0,Agent,Salaried,Graduate,Male,4,Senior Manager,3.0,Divorced,25609.0,0,17.0,631006.0,West,Yearly,7,2.0
7000512,4862,10.0,19.0,Online,Salaried,Graduate,Male,3,Manager,4.0,Divorced,19447.0,0,2.0,719539.0,West,Half Yearly,8,4.0
7000513,1716,9.0,7.0,Third Party Partner,Large Business,Engineer,Female,3,Exe,2.0,Divorced,17157.0,0,1.0,0.0,West,Half Yearly,2,3.0
7000514,4900,15.0,5.0,Agent,Small Business,UG,Fe male,3,Manager,3.0,Divorced,19601.0,0,7.0,735038.0,West,Half Yearly,0,4.0
7000515,5136,5.0,21.0,Agent,Salaried,Graduate,Male,3,AVP,2.0,Divorced,0.0,0,15.0,955266.0,North,Half Yearly,8,2.0
7000516,2971,0.0,9.0,Agent,Large Business,Engineer,Male,3,Executive,3.0,Unmarried,17479.0,0,1.0,338743.0,West,Half Yearly,0,2.0
7000517,7164,7.0,29.0,Agent,Small Business,Under Graduate,Male,3,AVP,3.0,Married,0.0,0,7.0,1003027.0,West,Half Yearly,2,3.0
7000518,3117,16.0,16.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Married,22264.0,0,2.0,529883.0,North,Half Yearly,7,3.0
7000519,5167,15.0,31.0,Online,Laarge Business,Engineer,Female,3,Manager,2.0,Single,20666.0,1,4.0,588981.0,West,Half Yearly,3,3.0
7000520,5249,31.0,10.0,Agent,Salaried,Graduate,Male,3,Senior Manager,2.0,Married,22823.0,0,3.0,561674.0,North,Half Yearly,8,5.0
7000521,3661,15.0,18.0,Agent,Salaried,Graduate,Male,1,Senior Manager,3.0,Single,22880.0,0,3.0,574746.0,West,Monthly,7,2.0
7000522,7049,7.0,14.0,Online,Salaried,Graduate,Female,1,AVP,4.0,Single,28194.0,1,18.0,768287.0,North,Monthly,0,3.0
7000523,3211,3.0,3.0,Third Party Partner,Small Business,Under Graduate,Male,1,Manager,3.0,Married,20067.0,1,2.0,577930.0,North,Monthly,7,2.0
7000524,3614,7.0,4.0,Online,Laarge Business,Engineer,Male,3,Manager,2.0,Married,20079.0,0,9.0,563818.0,West,Half Yearly,7,3.0
7000525,2252,9.0,14.0,Online,Small Business,Under Graduate,Male,4,Executive,5.0,Unmarried,17321.0,1,4.0,292725.0,West,Yearly,2,3.0
7000526,7138,14.0,7.0,Online,Salaried,Graduate,Male,3,AVP,0.0,Single,32444.0,0,0.0,1049239.0,West,Half Yearly,0,3.0
7000527,3481,0.0,7.0,Agent,Salaried,Graduate,Female,4,Executive,5.0,Unmarried,17404.0,1,4.0,678756.0,North,Yearly,0,5.0
7000528,3137,3.0,0.0,Agent,Salaried,Graduate,Fe male,3,Executive,2.0,Single,18452.0,0,1.0,520715.0,West,Half Yearly,2,3.0
7000529,2591,16.0,16.0,Agent,Small Business,Under Graduate,Female,3,Executive,2.0,Married,17270.0,0,2.0,321222.0,North,Half Yearly,2,5.0
7000530,7776,8.0,8.0,Agent,Small Business,Under Graduate,Male,3,AVP,0.0,Married,32399.0,0,0.0,1492946.0,North,Half Yearly,3,5.0
7000531,4302,26.0,13.0,Third Party Partner,Salaried,Post Graduate,Female,1,Manager,4.0,Divorced,20488.0,1,1.0,662582.0,West,Monthly,2,3.0
7000532,6195,12.0,12.0,Third Party Partner,Small Business,Under Graduate,Male,3,VP,3.0,Married,34419.0,0,0.0,1164739.0,North,Half Yearly,11,4.0
7000533,3206,3.0,0.0,Agent,Large Business,Engineer,Fe male,3,Executive,4.0,Divorced,17811.0,0,10.0,548223.0,West,Half Yearly,2,2.0
7000534,2236,7.0,7.0,Online,Salaried,Graduate,Male,3,Manager,5.0,Divorced,18633.0,1,1.0,333158.0,West,Half Yearly,8,2.0
7000535,3449,7.0,7.0,Agent,Salaried,Graduate,Fe male,3,Manager,2.0,Single,19163.0,1,1.0,658824.0,West,Half Yearly,7,3.0
7000536,2398,2.0,14.0,Agent,Salaried,Graduate,Female,3,Exe,3.0,Divorced,17132.0,1,2.0,0.0,West,Half Yearly,1,2.0
7000537,4346,17.0,22.0,Agent,Salaried,Graduate,Male,3,AVP,3.0,Divorced,28973.0,1,2.0,521514.0,North,Half Yearly,5,4.0
7000538,4421,0.0,13.0,Third Party Partner,Small Business,UG,Male,3,Executive,3.0,Divorced,17684.0,0,9.0,561467.0,North,Half Yearly,2,5.0
7000539,3101,16.0,9.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3.0,Married,25845.0,0,8.0,536542.0,North,Half Yearly,7,2.0
7000540,3294,16.0,16.0,Agent,Small Business,UG,Fe male,4,Manager,3.0,Married,19377.0,0,6.0,533643.0,West,Yearly,2,3.0
7000541,3374,7.0,3.0,Agent,Salaried,Post Graduate,Male,4,Executive,4.0,Married,18743.0,1,3.0,573536.0,West,Yearly,2,5.0
7000542,4213,21.0,25.0,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,5.0,Divorced,19148.0,0,13.0,787749.0,North,Half Yearly,3,5.0
7000543,1605,3.0,3.0,Online,Salaried,Graduate,Male,3,Executive,2.0,Single,16051.0,0,3.0,168536.0,North,Half Yearly,0,2.0
7000544,3346,17.0,3.0,Agent,Large Business,Engineer,Female,3,Senior Manager,3.0,Divorced,25739.0,0,1.0,629061.0,West,Half Yearly,8,5.0
7000545,3554,21.0,21.0,Agent,Small Business,Under Graduate,Female,3,Senior Manager,3.0,Married,25388.0,1,1.0,508268.0,West,Half Yearly,1,3.0
7000546,2906,9.0,15.0,Agent,Salaried,Graduate,Female,1,Senior Manager,5.0,Divorced,26416.0,1,2.0,467827.0,North,Monthly,7,2.0
7000547,3168,0.0,3.0,Agent,Small Business,UG,Fe male,4,Executive,5.0,Unmarried,17600.0,1,1.0,548064.0,North,Yearly,0,3.0
7000548,2265,0.0,11.0,Third Party Partner,Small Business,Under Graduate,Female,3,Executive,4.0,Unmarried,17422.0,0,1.0,339729.0,West,Half Yearly,2,3.0
